city,category,Star_Rating,rank_ordered_business
Charlotte,Advertising,4.071428571428571,18909
Cleveland,Tapas Bars,4.071428571428571,18910
Bridgeville,Hair Salons,4.071428571428571,18911
Middleton,Dentists,4.071428571428571,18912
Charlotte,Sports Medicine,4.071428571428571,18913
Charlotte,Swimming Pools,4.071428571428571,18914
Toronto,Wineries,4.071428571428571,18915
Phoenix,Professional Sports Teams,4.071428571428571,18916
Chandler,Farmers Market,4.071428571428571,18917
Toronto,Security Systems,4.071428571428571,18918
Las Vegas,Stucco Services,4.071428571428571,18919
Pittsburgh,Butcher,4.071428571428571,18920
Middleton,Pet Services,4.071428571428571,18921
Paradise Valley,American (New),4.071428571428571,18922
Middlefield,Shopping,4.071428571428571,18923
Charlotte,Community Service/Non-Profit,4.071428571428571,18924
Stuttgart,Florists,4.071428571428571,18925
Bridgeville,Fitness & Instruction,4.071428571428571,18926
Carnegie,Event Planning & Services,4.071428571428571,18927
North Olmsted,Pets,4.071428571428571,18928
Oakdale,Beauty & Spas,4.071428571428571,18929
Madison,Cheese Shops,4.071428571428571,18930
Scottsdale,Ophthalmologists,4.071428571428571,18931
Fitchburg,Coffee & Tea,4.071428571428571,18932
Sindelfingen,Cafes,4.071428571428571,18933
Mississauga,Latin American,4.071428571428571,18934
North Royalton,Pets,4.071428571428571,18935
Charlotte,Watches,4.071428571428571,18936
Vaughan,Waxing,4.071428571428571,18937
Urbana,Transportation,4.071428571428571,18938
Mesa,Session Photography,4.071428571428571,18939
Huntersville,Music & Video,4.071428571428571,18940
Las Vegas,Laser Tag,4.071428571428571,18941
Cleveland,Videos & Video Game Rental,4.071428571428571,18942
Cleveland,Caribbean,4.071428571428571,18943
Willoughby,Arts & Entertainment,4.071428571428571,18944
Las Vegas,Maternity Wear,4.071428571428571,18945
Fountain Hills,Home & Garden,4.071428571428571,18946
Huntersville,IT Services & Computer Repair,4.071428571428571,18947
Stuttgart,Organic Stores,4.071428571428571,18948
McFarland,Shopping,4.071428571428571,18949
Madison,Boating,4.071428571428571,18950
Mint Hill,Home Services,4.071428571428571,18951
Surprise,Transmission Repair,4.071428571428571,18952
Glendale,Sports Medicine,4.071428571428571,18953
Edinburgh,Art Supplies,4.071428571428571,18954
Henderson,Tapas/Small Plates,4.071428571428571,18955
Stuttgart,Serbo Croatian,4.071428571428571,18956
Davidson,Active Life,4.071428571428571,18957
Mesa,Toy Stores,4.071428571428571,18958
Stuttgart,Tea Rooms,4.071428571428571,18959
Mesa,Arcades,4.071428571428571,18960
Mesa,Skin Care,4.071428571428571,18961
Phoenix,Veterinarians,4.070796460176991,18962
Gilbert,Plumbing,4.0701754385964914,18963
Pittsburgh,Pet Groomers,4.069767441860465,18964
Las Vegas,Guns & Ammo,4.069767441860465,18965
Las Vegas,Professional Services,4.069187449718423,18966
Gilbert,Pet Services,4.068965517241379,18967
Phoenix,Landmarks & Historical Buildings,4.068181818181818,18968
Phoenix,Beer Bar,4.068181818181818,18969
Montréal,Convenience Stores,4.068181818181818,18970
Stow,Beauty & Spas,4.068181818181818,18971
Las Vegas,Wedding Chapels,4.0673076923076925,18972
Henderson,Home Cleaning,4.066666666666666,18973
Mesa,Home Window Tinting,4.066666666666666,18974
Mesa,Home Inspectors,4.066666666666666,18975
Las Vegas,Horseback Riding,4.066666666666666,18976
Tempe,Day Spas,4.066666666666666,18977
Cuyahoga Falls,Hair Salons,4.066666666666666,18978
Gilbert,Reflexology,4.066666666666666,18979
Scottsdale,Vegan,4.066666666666666,18980
Surprise,Plumbing,4.066666666666666,18981
Mesa,Accountants,4.066666666666666,18982
Scottsdale,Cafes,4.0661764705882355,18983
Pittsburgh,Hair Removal,4.065934065934066,18984
Gilbert,Orthodontists,4.065789473684211,18985
Las Vegas,Kitchen & Bath,4.065573770491803,18986
Scottsdale,Event Planning & Services,4.065366972477064,18987
Chandler,Party & Event Planning,4.065217391304348,18988
Phoenix,General Dentistry,4.065,18989
Charlotte,Dentists,4.064705882352941,18990
Peoria,Dentists,4.064285714285714,18991
Henderson,Lawyers,4.0638297872340425,18992
Scottsdale,Plumbing,4.0638297872340425,18993
Gilbert,Desserts,4.0636363636363635,18994
Scottsdale,Specialty Food,4.0636363636363635,18995
Las Vegas,Electricians,4.063291139240507,18996
Pittsburgh,Flowers & Gifts,4.063106796116505,18997
Montréal,Books,4.0625,18998
Montréal,Seafood Markets,4.0625,18999
Montréal,Mags,4.0625,19000
Paradise Valley,Education,4.0625,19001
Madison,Jewelry,4.0625,19002
Scottsdale,Gift Shops,4.0625,19003
Madison,Museums,4.0625,19004
Edinburgh,Patisserie/Cake Shop,4.0625,19005
Lakewood,Massage,4.0625,19006
Madison,Shoe Repair,4.0625,19007
Chagrin Falls,Home & Garden,4.0625,19008
Charlotte,Irish Pub,4.0625,19009
Lakewood,Health & Medical,4.0625,19010
Edinburgh,Leisure Centers,4.0625,19011
Chandler,Desserts,4.0625,19012
Glendale,Food Trucks,4.0625,19013
Henderson,Divorce & Family Law,4.0625,19014
Henderson,Pain Management,4.0625,19015
Madison,Vape Shops,4.0625,19016
Henderson,Mobile Phone Repair,4.0625,19017
Henderson,Musical Instruments & Teachers,4.0625,19018
Cleveland,Vinyl Records,4.0625,19019
Fitchburg,Trainers,4.0625,19020
Henderson,Water Heater Installation/Repair,4.0625,19021
Bay Village,Food,4.0625,19022
Henderson,Furniture Reupholstery,4.0625,19023
Phoenix,Test Preparation,4.0625,19024
Huntersville,Pet Sitting,4.0625,19025
Middlefield,Food,4.0625,19026
Inverness,Cafes,4.0625,19027
Glendale,Vitamins & Supplements,4.0625,19028
Murrysville,Shopping,4.0625,19029
Peoria,Caterers,4.0625,19030
Charlotte,Professional Sports Teams,4.0625,19031
Las Vegas,Teppanyaki,4.0625,19032
Montréal,Music & Video,4.0625,19033
Waxhaw,Home & Garden,4.0625,19034
Las Vegas,Fitness/Exercise Equipment,4.0625,19035
Glendale,Threading Services,4.0625,19036
Springdale,Restaurants,4.0625,19037
Filderstadt,Hotels & Travel,4.0625,19038
MESA,Local Services,4.0625,19039
Montréal,Vintage & Consignment,4.0625,19040
Montréal,Used,4.0625,19041
Madison,French,4.0625,19042
Las Vegas,Wineries,4.0625,19043
Phoenix,Beauty & Spas,4.0625,19044
Tempe,Specialty Food,4.061538461538461,19045
Scottsdale,Carpet Cleaning,4.060975609756097,19046
Charlotte,Parks,4.060975609756097,19047
Lakewood,Shopping,4.060975609756097,19048
Mesa,Windshield Installation & Repair,4.060975609756097,19049
Edinburgh,Delis,4.0606060606060606,19050
Charlotte,Electronics Repair,4.06,19051
Las Vegas,Reflexology,4.059782608695652,19052
Huntersville,Pet Services,4.0588235294117645,19053
Cleveland,Food Stands,4.0588235294117645,19054
Montréal,Caribbean,4.0588235294117645,19055
Chandler,Handyman,4.0588235294117645,19056
Glendale,Hobby Shops,4.0588235294117645,19057
Phoenix,Cosmetic Dentists,4.058536585365854,19058
Mesa,Flooring,4.058333333333334,19059
Madison,Arts & Crafts,4.058333333333334,19060
Scottsdale,Auto Repair,4.058282208588957,19061
Toronto,Organic Stores,4.058139534883721,19062
Charlotte,Pets,4.058011049723757,19063
Phoenix,Arts & Entertainment,4.057954545454545,19064
Phoenix,Heating & Air Conditioning/HVAC,4.0578512396694215,19065
Las Vegas,Vocational & Technical School,4.0576923076923075,19066
Gilbert,Barbers,4.0576923076923075,19067
Charlotte,Bridal,4.0576923076923075,19068
Cleveland,Active Life,4.057251908396947,19069
Tempe,Professional Services,4.056306306306307,19070
Huntersville,Massage,4.055555555555555,19071
Montréal,Cards & Stationery,4.055555555555555,19072
Gastonia,Active Life,4.055555555555555,19073
Laval,Specialty Food,4.055555555555555,19074
Mentor,Desserts,4.055555555555555,19075
Tempe,Middle Schools & High Schools,4.055555555555555,19076
Stuttgart,Hair Stylists,4.055555555555555,19077
Las Vegas,Live/Raw Food,4.055555555555555,19078
Las Vegas,Waffles,4.055555555555555,19079
North Royalton,Auto Repair,4.055555555555555,19080
Concord,Pet Services,4.055555555555555,19081
Henderson,Criminal Defense Law,4.055555555555555,19082
Toronto,Ethiopian,4.055555555555555,19083
Phoenix,Special Education,4.055555555555555,19084
Tempe,Windshield Installation & Repair,4.055555555555555,19085
Surprise,Pet Stores,4.055555555555555,19086
Scottsdale,Jazz & Blues,4.055555555555555,19087
Scottsdale,Outlet Stores,4.055555555555555,19088
Scottsdale,Florists,4.055555555555555,19089
Montréal,Art Supplies,4.055555555555555,19090
DeForest,Restaurants,4.055555555555555,19091
Montréal,Community Service/Non-Profit,4.055555555555555,19092
Phoenix,Cuban,4.055555555555555,19093
Fountain Hills,Professional Services,4.055555555555555,19094
Charlotte,Stadiums & Arenas,4.055555555555555,19095
Litchfield Park,Event Planning & Services,4.055555555555555,19096
Peoria,Skin Care,4.055555555555555,19097
Fountain Hills,Tires,4.055555555555555,19098
Scottsdale,Wraps,4.055555555555555,19099
Youngtown,Shopping,4.055555555555555,19100
Bridgeville,Pets,4.055555555555555,19101
Stuttgart,Sports Wear,4.055555555555555,19102
Georgetown,Food,4.055555555555555,19103
Tempe,Ethnic Food,4.055555555555555,19104
Mesa,Pressure Washers,4.055555555555555,19105
Chandler,Keys & Locksmiths,4.055555555555555,19106
Charlotte,Dance Schools,4.055555555555555,19107
Scottsdale,Wholesale Stores,4.055555555555555,19108
Esslingen,Bars,4.055555555555555,19109
Madison,Education,4.055555555555555,19110
Goodyear,Pet Groomers,4.055555555555555,19111
Mesa,Boat Repair,4.055555555555555,19112
Gilbert,Masonry/Concrete,4.055555555555555,19113
Phoenix,Window Washing,4.054347826086956,19114
Phoenix,Junk Removal & Hauling,4.054054054054054,19115
Gilbert,Elementary Schools,4.053571428571429,19116
Scottsdale,Taxis,4.053571428571429,19117
Madison,Hair Removal,4.053191489361702,19118
Las Vegas,Tours,4.052910052910053,19119
North Las Vegas,Pet Services,4.052631578947368,19120
Las Vegas,Air Duct Cleaning,4.052631578947368,19121
Charlotte,Vegetarian,4.052631578947368,19122
Tempe,Interior Design,4.052631578947368,19123
Carefree,Shopping,4.052631578947368,19124
Henderson,Oral Surgeons,4.052631578947368,19125
Scottsdale,Preschools,4.052631578947368,19126
Mesa,Real Estate Agents,4.052631578947368,19127
Edinburgh,Seafood,4.051724137931035,19128
Tempe,Auto Detailing,4.051724137931035,19129
Las Vegas,Watches,4.051546391752577,19130
Las Vegas,French,4.051470588235294,19131
Cleveland,Hair Salons,4.051282051282051,19132
Scottsdale,Auto Detailing,4.051020408163265,19133
Charlotte,Education,4.050420168067227,19134
Cave Creek,Pet Services,4.05,19135
Charlotte,Specialty Schools,4.05,19136
Charlotte,Chocolatiers & Shops,4.05,19137
Peoria,Movers,4.05,19138
Cleveland,Makeup Artists,4.05,19139
Fort Mill,Bakeries,4.05,19140
Stuttgart,Mediterranean,4.05,19141
Cornelius,Flowers & Gifts,4.05,19142
Fairview,Restaurants,4.05,19143
Chandler,Pet Groomers,4.05,19144
Phoenix,Seafood Markets,4.05,19145
Verona,Event Planning & Services,4.05,19146
Pineville,Pet Services,4.05,19147
Strongsville,Fitness & Instruction,4.05,19148
Westlake,Hair Removal,4.05,19149
Phoenix,Organic Stores,4.05,19150
Phoenix,Cannabis Dispensaries,4.05,19151
Henderson,Laser Hair Removal,4.05,19152
Charlotte,Dive Bars,4.05,19153
Beachwood,Gyms,4.05,19154
Edinburgh,Waxing,4.05,19155
Parma,Active Life,4.05,19156
Edinburgh,Gluten-Free,4.05,19157
Phoenix,Creperies,4.05,19158
Madison,Vegan,4.05,19159
Northfield,Shopping,4.05,19160
Phoenix,Desserts,4.049418604651163,19161
North Las Vegas,Active Life,4.049180327868853,19162
Las Vegas,Local Flavor,4.049180327868853,19163
Madison,Dentists,4.048780487804878,19164
Phoenix,Kitchen & Bath,4.048387096774194,19165
Cleveland,Florists,4.048387096774194,19166
Las Vegas,Oral Surgeons,4.047872340425532,19167
Goodyear,Home Services,4.047872340425532,19168
Gilbert,Venues & Event Spaces,4.0476190476190474,19169
Huntersville,Pets,4.0476190476190474,19170
Mesa,Veterinarians,4.0476190476190474,19171
Charlotte,Cupcakes,4.0476190476190474,19172
Mesa,Pet Groomers,4.047169811320755,19173
Gilbert,Auto Detailing,4.046875,19174
Scottsdale,Mobile Phone Repair,4.046875,19175
Edinburgh,Bakeries,4.045977011494253,19176
Edinburgh,Street Vendors,4.045454545454546,19177
Phoenix,Boating,4.045454545454546,19178
Lakewood,Pet Services,4.045454545454546,19179
Chandler,Transmission Repair,4.045454545454546,19180
Matthews,Arts & Crafts,4.045454545454546,19181
North Las Vegas,Flooring,4.045454545454546,19182
Chagrin Falls,Beauty & Spas,4.045454545454546,19183
Pineville,Pets,4.045454545454546,19184
Phoenix,Divorce & Family Law,4.045454545454546,19185
Phoenix,Swimwear,4.045454545454546,19186
Oregon,Shopping,4.045454545454546,19187
Montréal,Tobacco Shops,4.045454545454546,19188
Cleveland,French,4.045454545454546,19189
Tempe,Electricians,4.045454545454546,19190
Cornelius,Arts & Entertainment,4.045454545454546,19191
Edinburgh,Home Decor,4.045454545454546,19192
North Ridgeville,Home Services,4.045454545454546,19193
Mesa,Gardeners,4.045454545454546,19194
Las Vegas,Health Markets,4.044871794871795,19195
Gilbert,Flooring,4.044117647058823,19196
Henderson,Caterers,4.044117647058823,19197
Las Vegas,Gold Buyers,4.043478260869565,19198
Tempe,Gluten-Free,4.043478260869565,19199
Phoenix,Caterers,4.042613636363637,19200
Las Vegas,Body Shops,4.042168674698795,19201
Phoenix,Carpet Cleaning,4.042016806722689,19202
Terrebonne,Restaurants,4.041666666666667,19203
Montréal,Farmers Market,4.041666666666667,19204
Henderson,Periodontists,4.041666666666667,19205
Glendale,Florists,4.041666666666667,19206
Cleveland,Limos,4.041666666666667,19207
Gilbert,Windshield Installation & Repair,4.041666666666667,19208
Matthews,Massage,4.041666666666667,19209
Tempe,Noodles,4.041666666666667,19210
Boulder City,American (Traditional),4.041666666666667,19211
Chandler,Swimming Pools,4.041666666666667,19212
Toronto,DJs,4.041666666666667,19213
Scottsdale,Swimwear,4.041666666666667,19214
Chandler,Insurance,4.041666666666667,19215
Pittsburgh,Mediterranean,4.040983606557377,19216
Mesa,Desserts,4.040983606557377,19217
Scottsdale,Professional Services,4.040845070422535,19218
Scottsdale,Tires,4.040816326530612,19219
Tempe,Tobacco Shops,4.04054054054054,19220
Las Vegas,Plumbing,4.04047619047619,19221
Las Vegas,Pets,4.039954337899544,19222
Pittsburgh,Active Life,4.039867109634551,19223
Charlotte,Food Trucks,4.0394736842105265,19224
Madison,General Dentistry,4.0394736842105265,19225
Las Vegas,Arts & Crafts,4.038659793814433,19226
Huntersville,Hair Salons,4.038461538461538,19227
Glendale,Pest Control,4.038461538461538,19228
Concord,Bakeries,4.038461538461538,19229
Phoenix,Rugs,4.038461538461538,19230
Madison,Day Spas,4.038461538461538,19231
Chandler,Electricians,4.038461538461538,19232
Cornelius,Pet Services,4.038461538461538,19233
Champaign,Tires,4.038461538461538,19234
Tempe,Tax Services,4.038461538461538,19235
Peoria,Cosmetic Dentists,4.038461538461538,19236
Phoenix,Leather Goods,4.038461538461538,19237
Scottsdale,Tree Services,4.038461538461538,19238
Edinburgh,Barbeque,4.038461538461538,19239
Toronto,Cosmetic Dentists,4.038461538461538,19240
Phoenix,Latin American,4.038461538461538,19241
Pittsburgh,Trainers,4.038461538461538,19242
Pittsburgh,Jewelry,4.037878787878788,19243
Stuttgart,Hair Salons,4.037037037037037,19244
Las Vegas,Massage,4.03625,19245
Montréal,Cajun/Creole,4.035714285714286,19246
Glendale,Pet Services,4.035714285714286,19247
Scottsdale,Home Cleaning,4.035714285714286,19248
Chandler,Local Flavor,4.035714285714286,19249
Mesa,Glass & Mirrors,4.035714285714286,19250
Mesa,Air Duct Cleaning,4.035714285714286,19251
Gilbert,Painters,4.035714285714286,19252
Edinburgh,Diners,4.035714285714286,19253
Madison,Pet Training,4.035714285714286,19254
Tempe,Mobile Phone Repair,4.035714285714286,19255
Toronto,Amateur Sports Teams,4.035714285714286,19256
Montréal,Desserts,4.035460992907802,19257
Las Vegas,Sports Medicine,4.034883720930233,19258
Las Vegas,Tobacco Shops,4.034825870646766,19259
Chandler,Event Planning & Services,4.034375,19260
Peoria,Hair Salons,4.034246575342466,19261
Phoenix,Home Automation,4.033333333333333,19262
Cleveland,Self Storage,4.033333333333333,19263
Laval,Mediterranean,4.033333333333333,19264
Glendale,Periodontists,4.033333333333333,19265
Chagrin Falls,Fashion,4.033333333333333,19266
Tempe,Oral Surgeons,4.033333333333333,19267
Edinburgh,Ice Cream & Frozen Yogurt,4.033333333333333,19268
Glendale,Mobile Phone Repair,4.033333333333333,19269
Glendale,Carpet Cleaning,4.033333333333333,19270
Chandler,Printing Services,4.033333333333333,19271
Edinburgh,Candy Stores,4.033333333333333,19272
Edinburgh,Performing Arts,4.033333333333333,19273
Pittsburgh,Vape Shops,4.033333333333333,19274
Whitby,Coffee & Tea,4.033333333333333,19275
Edinburgh,Festivals,4.033333333333333,19276
Toronto,Marketing,4.033333333333333,19277
Mesa,Car Stereo Installation,4.033333333333333,19278
Stuttgart,Men's Clothing,4.033333333333333,19279
Gilbert,Home Cleaning,4.032608695652174,19280
Cleveland,Pet Services,4.032258064516129,19281
Toronto,Gift Shops,4.032258064516129,19282
Charlotte,Veterinarians,4.032258064516129,19283
Madison,Gyms,4.031914893617022,19284
Phoenix,Tobacco Shops,4.031914893617022,19285
Montréal,Specialty Food,4.031879194630872,19286
Toronto,Pet Services,4.031400966183575,19287
Las Vegas,Financial Advising,4.03125,19288
Mesa,Lawyers,4.03125,19289
Scottsdale,Tax Services,4.03125,19290
Edinburgh,Soup,4.03125,19291
Scottsdale,Tapas/Small Plates,4.03125,19292
Madison,Kitchen & Bath,4.03125,19293
Las Vegas,Ethiopian,4.03125,19294
Montréal,Vegan,4.030487804878049,19295
Toronto,Bike Repair/Maintenance,4.03030303030303,19296
Phoenix,Water Purification Services,4.029411764705882,19297
North Las Vegas,Heating & Air Conditioning/HVAC,4.029411764705882,19298
Montréal,Music & DVDs,4.029411764705882,19299
Montréal,Cinema,4.029411764705882,19300
East York,Food,4.029411764705882,19301
Las Vegas,Hats,4.029411764705882,19302
Gilbert,Local Services,4.02891156462585,19303
Phoenix,Auto Glass Services,4.028846153846154,19304
Las Vegas,Home Cleaning,4.02863436123348,19305
Chandler,Optometrists,4.0285714285714285,19306
Charlotte,Skin Care,4.0285714285714285,19307
Gilbert,Pets,4.02808988764045,19308
Mesa,Pets,4.028,19309
Gilbert,Beauty & Spas,4.027989821882952,19310
Goodyear,Skin Care,4.027777777777778,19311
Las Vegas,Libraries,4.027777777777778,19312
Toronto,Turkish,4.027777777777778,19313
Henderson,Tax Services,4.027777777777778,19314
Chandler,Specialty Schools,4.027777777777778,19315
Phoenix,Kids Activities,4.027777777777778,19316
Glendale,Caterers,4.027777777777778,19317
Phoenix,Nurseries & Gardening,4.027027027027027,19318
Edinburgh,Modern European,4.027027027027027,19319
Glendale,Gyms,4.027027027027027,19320
Toronto,Butcher,4.027027027027027,19321
Phoenix,Day Spas,4.026717557251908,19322
Pittsburgh,Education,4.026666666666666,19323
Urbana,Nightlife,4.026315789473684,19324
Tempe,Veterinarians,4.026315789473684,19325
Lakewood,Hair Salons,4.026315789473684,19326
Phoenix,Party Bus Rentals,4.026315789473684,19327
Las Vegas,Playgrounds,4.02542372881356,19328
Tempe,Contractors,4.025316455696203,19329
Rocky River,Beauty & Spas,4.025,19330
Mesa,Health Markets,4.025,19331
Gilbert,Weight Loss Centers,4.023809523809524,19332
Las Vegas,Persian/Iranian,4.023809523809524,19333
Glendale,Body Shops,4.023809523809524,19334
Charlotte,Transmission Repair,4.023809523809524,19335
Cave Creek,Home & Garden,4.023809523809524,19336
Phoenix,Playgrounds,4.023809523809524,19337
